1015	8024	JCI Industries, Inc	1070285
1100	12824	Bechtel Infastcture	L608
1100	12824	Bechtel Infastcture	L608
1100	12824	Bechtel Infastcture	L608
1100	12824	Bechtel Infastcture	L608
1100	12833	Plains Marketing	E3320
1100	12864	Husky Oil Operations	E3318
1100	13714	Plains Marketing	E3322
1100	15091	Meglobal Americas, Inc.	E3282-3
1100	15091	Meglobal Americas, Inc.	E3282-3
1100	15091	Meglobal Americas, Inc.	E3282-3
1100	15106	Marathon Petroleum Corporation	E003300
1100	15107	CB&I, LLC	E3279-80
1100	15107	CB&I, LLC	E3279-80
1100	15107	CB&I, LLC	E3279-80
1100	15107	CB&I, LLC	E3279-80
1100	15114	Archer Western Constction	S006675
1100	15114	Archer Western Constction	S006675
1100	15114	Archer Western Constction	S006675
1100	15119	Zachry Industrial LLC	E3293, E3237
1100	15119	Zachry Industrial LLC	E3293, E3237
1100	15119	Zachry Industrial LLC	E3293, E3237
1100	16687	Florida Power & LIght Company	E3328
1100	18676	Magellan Pipeline Company	E3243
1100	18677	CB&I Inc.	L616
1100	18678	CB&I, LLC	E3329-34
1100	18678	CB&I, LLC	E3329-34
1100	18678	CB&I, LLC	E3329-34
1100	18678	CB&I, LLC	E3329-34
1100	18678	CB&I, LLC	E3329-34
1100	18678	CB&I, LLC	E3329-34
1100	18679	Bar Constctors Inc.	S6790, S6791, S6792, S6796
1100	18679	Bar Constctors Inc.	S6790, S6791, S6792, S6796
1100	18679	Bar Constctors Inc.	S6790, S6791, S6792, S6796
1100	18753	Fluor Enterprises Inc Agent for Blanchard Refining Company LLC	E3194
1100	19036	WF MAGANN CORP	T000789
1100	19036	WF MAGANN CORP	T000789
1100	19200	PSI Prolew Inc	T000820
1100	19248	Process Machinery Inc	L000617
1100	19337	Carter & Verplanck Inc	S006585 and S006586
1100	20129	Noble Energy	E3263-9
1100	20129	Noble Energy	E3263-9
1100	20129	Noble Energy	E3263-9
1100	20129	Noble Energy	E3263-9
1100	20129	Noble Energy	E3263-9
1100	20129	Noble Energy	E3263-9
1100	20129	Noble Energy	E3263-9
1100	20129	Noble Energy	E3263-9
1100	20129	Noble Energy	E3263-9
1100	20129	Noble Energy	E3263-9
1100	20899	CB&I, Inc.	E3336-7 & 1280131
1100	20899	CB&I, Inc.	E3336-7 & 1280131
1100	20899	CB&I, Inc.	E3336-7 & 1280131
1100	20899	CB&I, Inc.	E3336-7 & 1280131
1100	20902	Buckeye Partners LP	E3345
1100	20903	Jacobs Engineering Group	L619
1100	21438	KPL Northern States LLC	E3346
1100	21916	AMEC Foster Wheeler USA	E3347
1100	22540	MVP Terminalling LLC	E3348
1100	22540	MVP Terminalling LLC	E3348
1100	23220	Burns & Mcdonnell	E3350-1
1100	23244	Syncde Canada Ltd.	R96241
1100	24068	Exxonmobil Oil Corp	E3354
1100	27260	Zachry Industrial Inc	E3358 and E3359
1100	27364	AMEC Foster Wheeler	E3360-3
1100	27364	AMEC Foster Wheeler	E3360-3
1100	27364	AMEC Foster Wheeler	E3360-3
1100	27364	AMEC Foster Wheeler	E3360-3
1100	27572	Burns & McDonnell	E3364
1100	27572	Burns & McDonnell	E3364
1100	28336	Jacobs Field Services	E3367
1100	28342	Jacobs Field Services	E3368
