AMSS	 RU1015 	8024	JCI Industries, Inc	1070285	P - JCI 1070285/44708374	10660	POC	USD	252444.00	252443.98	8/17/2017	6/21/2018
AMSS	 RU1015 	19052	Exelon	1065791	P Exelon 1065791 740-13951	19054	POC	USD	301677.00	301676.53	6/9/2017	1/10/2018
AMSS	 RU1015 	19382	Lima Refining Company	1077431/1077432	P Lima Refining 1077431 8401231148	19615	POC	USD	200267.00	200267.20	12/14/2017	7/20/2018
AMSS	 RU1015 	19655	Lima Refining	1077799	P Lima Refining 1077799 8401236008	19660	POC	USD	415534.00	415534.40	12/29/2017	10/15/2018
AMSS	 RU1015 	19708	Lima Refining	1077433/1077434	P Lima Refining 1077433 8401231143	19735	POC	USD	604192.00	604192.00	12/14/2017	5/13/2018
AMSS	 RU1015 	19748	Lima Refining	1077798/1077795	P Lima Refining 1077798 8401234499	19922	POC	USD	560555.00	124364.80	12/22/2017	10/15/2018
AMSS	 RU1015 	19748	Lima Refining	1077798/1077795	P Lima Refining 1077798 8401234499	19925	POC	USD		369966.40	12/22/2017	10/15/2018
AMSS	 RU1015 	19748	Lima Refining	1077798/1077795	P Lima Refining 1077798 8401234499	19926	POC	USD		66224.00	12/22/2017	10/15/2018
AMSS	 RU1015 	19755	Imperial Oil	1077823	P Imperial Oil 1077823 4540423463	20287	POC	CAD	405868.00	324694.34	12/29/2017	12/14/2018
AMSS	 RU1015 	19757	Phillips 66	1061615	P Phillips 66 1061615 4523653097	20144	POC	USD	403020.00	403020.00	3/31/2017	1/18/2018
AMSS	 RU1015 	21422	CANADIAN NATURAL RESOURCES LIMITED	1055589	P CNRL 1055589 859911	21424	POC	CAD	963726.22	521512.13	12/21/2016	2/15/2018
AMSS	 RU1015 	21422	CANADIAN NATURAL RESOURCES LIMITED	1055589	P CNRL 1055589 859911	21441	POC	CAD		212837.68	12/21/2016	2/15/2018
AMSS	 RU1015 	21680	Marathon Petroleum	1079547	P Marathon Petroleum 1079547 4101366621	21683	POC	USD	906466.00	906466.00	1/18/2018	1/24/2019
AMSS	 RU1015 	21687	WRB Refining LP	1079632/1079633	P - WRB Refining 1079632 4524785880	21694	POC	USD	496266.00	496266.00	1/29/2018	1/28/2019
AMSS	 RU1015 	21699	Phillips 66	1079672	P Phillips 66 1079672 4524781519	21749	POC	USD	370490.00	370490.00	1/30/2018	6/30/2018
AMSS	 RU1015 	21757	Exelon / Fitzpatrick Station	1079636	P Exelon 1079636 00639946	21776	POC	USD	480000.00	480000.00	1/19/2018	8/27/2018
AMSS	 RU1015 	22022	Valero Texas City Refinery	1079685 / CN0180042	P Valero Texas City Refinery 1079685 4504169164	22024	POC	USD	275814.00	148714.00	1/30/2018	8/6/2018
AMSS	 RU1015 	22022	Valero Texas City Refinery	1079685 / CN0180042	P Valero Texas City Refinery 1079685 4504169164	22025	PIT	USD		127100.00	1/30/2018	8/6/2018
AMSS	 RU1015 	22893	Chevron Products	1080720 / 1080869	P Chevron Products 1080720 0010471086	22902	POC	USD	387755.00	387755.00	2/6/2018	8/3/2018
AMSS	 RU1015 	22999	Phillips 66	1081504	P Phillips 66 1081504 4524917195	23001	POC	USD	317485.00	317485.00	2/28/2018	9/26/2018
AMSS	 RU1015 	23869	WRB Refining LP	1082652	P WRB Refining 1082652 4524921605	23871	POC	USD	359070.00	359070.00	3/6/2018	12/28/2018
AMSS	 RU1015 	24086	Lima Refining	1083149	P Lima Refining 1083149 8401241342	24092	POC	USD	295288.00	295288.00	3/12/2018	8/16/2018
AMSS	 RU1015 	24200	WRB Refining	1083261	P WRB Refining 1083261 4524996468	25864	POC	USD	642442.00	642442.00	3/28/2018	2/8/2019
AMSS	 RU1015 	24208	Sheel Deer Park Refining	1083281	P Shell Deer Park Refining 1083281 4525026964	25873	POC	USD	253989.00	253989.40	3/29/2018	1/8/2019
AMSS	 RU1015 	25854	Chevron US Products Company	1083334	P Chevron Products 1083334 10480585	25994	POC	USD	259859.00	259859.44	3/29/2018	8/21/2018
IPO	 RU1100 	3822	Samsung Heavy Industries Co., Ltd	ES34-9	P-Samsung Heavy Industries Co. LTD-ES34-9-Two 14EJY Pumps + Motors + AGI Scope + Check Valve + Spares (ES34)	9836	POC	USD	12212599.00	1202607.41	2/8/2017	3/1/2019
IPO	 RU1100 	3822	Samsung Heavy Industries Co., Ltd	ES34-9	P-Samsung Heavy Industries Co. LTD-ES34-9-Three 25NKM Pumps + Motors + Check Valves + Spares (ES35)	9979	POC	USD		3915389.20	2/8/2017	3/1/2019
IPO	 RU1100 	3822	Samsung Heavy Industries Co., Ltd	ES34-9	P-Samsung Heavy Industries Co. LTD-ES34-9-Two 20CKXH Pumps + Motor + AGI Scope + Check Valve + Spares(ES36)	9980	POC	USD		2135185.00	2/8/2017	3/1/2019
IPO	 RU1100 	3822	Samsung Heavy Industries Co., Ltd	ES34-9	P-Samsung Heavy Industries Co. LTD-ES34-9-Spare 20CKXH Pump + Motor + Freight (ES37)	9981	POC	USD		683526.40	2/8/2017	3/1/2019
IPO	 RU1100 	3822	Samsung Heavy Industries Co., Ltd	ES34-9	P-Samsung Heavy Industries Co. LTD-ES34-9-Two 25KKM Pumps + Motors + AGI Scope + Check Valve + Spares (ES38)	9982	POC	USD		2922097.22	2/8/2017	3/1/2019
IPO	 RU1100 	3822	Samsung Heavy Industries Co., Ltd	ES34-9	P-Samsung Heavy Industries Co. LTD-ES34-9-Spare 25KKM Pump + Motor + Freight (ES39)	9983	POC	USD		936058.99	2/8/2017	3/1/2019
IPO	 RU1100 	3822	Samsung Heavy Industries Co., Ltd	ES34-9	P-Samsung Heavy Industries Co. LTD-ES34-9-Extended Warranty on 14EJY pumps (ES34)	9984	SL	USD		42592.35	2/8/2017	3/1/2019
IPO	 RU1100 	3822	Samsung Heavy Industries Co., Ltd	ES34-9	P-Samsung Heavy Industries Co. LTD-ES34-9-Extended Warranty on all pumps not including 14EJY Pump (ES35-39)	9985	SL	USD		375142.43	2/8/2017	3/1/2019
IPO	 RU1100 	4039	Shell Offshore Inc.	ES40	P-Shell Offshore Inc.- ES40	4289	POC	USD	2123778.00	2151128.00	3/1/2017	6/30/2018
IPO	 RU1100 	4076	Kokosing Industrial Inc.	T803-5	P-Kokosing Industrial-T803-5-Pull out Assemblies + Motors + Shafting + Engineering Software	4145	POC	USD	2096519.00	1832987.30	5/1/2017	
IPO	 RU1100 	4076	Kokosing Industrial Inc.	T803-5	P-Kokosing Industrial-T803-5-Spares	4146	POC	USD		29627.00	5/1/2017	
IPO	 RU1100 	4076	Kokosing Industrial Inc.	T803-5	P-Kokosing Industrial-T803-5-Field Service: Educational Services	4147	POC	USD		15707.00	5/1/2017	
IPO	 RU1100 	4076	Kokosing Industrial Inc.	T803-5	P-Kokosing Industrial-T803-5-Field Service: Field Measurements	4148	POC	USD		15882.00	5/1/2017	
IPO	 RU1100 	4076	Kokosing Industrial Inc.	T803-5	P-Kokosing Industrial-T803-5-Field Service: Supervisory Support Services	4149	POC	USD		52941.00	5/1/2017	
IPO	 RU1100 	4076	Kokosing Industrial Inc.	T803-5	P-Kokosing Industrial-T803-5-Field Service: Testing Services	4150	POC	USD		17294.00	5/1/2017	
IPO	 RU1100 	4076	Kokosing Industrial Inc.	T803-5	P-Kokosing Industrial-T803-5-Extended Warranty	4151	SL	USD		132080.70	5/1/2017	
IPO	 RU1100 	4077	Kokosing Industrial Inc.	S6631-2	P-Kokosing Industrial Inc.-S6631-2- S6631 - 6MFC Pump 1-2 + Inputs	10770	POC	USD	369770.00	79712.52	11/17/2016	3/23/2018
IPO	 RU1100 	4077	Kokosing Industrial Inc.	S6631-2	P-Kokosing Industrial Inc.-S6631-2- S6632 - 8MFC Pump 1-4 + Inputs	10771	POC	USD		283003.46	11/17/2016	3/23/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Three Taneytown Pumps	9362	POC	USD	764412.24	329581.22	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 1	9369	POC	USD		9119.93	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 2-3	9370	POC	USD		23131.90	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 4-5	9371	POC	USD		20793.06	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 6-7	9372	POC	USD		21556.98	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 8-9	9373	POC	USD		30551.13	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 10	9375	POC	USD		9823.59	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 11-12	9376	POC	USD		19259.65	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 13-14	9377	POC	USD		19295.89	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 15-16	9378	POC	USD		20073.75	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 17-18	9379	POC	USD		19215.04	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 19-20	9380	POC	USD		24926.59	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 21	9381	POC	USD		20069.98	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 22	9382	POC	USD		10370.05	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 23-24	9383	POC	USD		19480.85	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 25-26	9384	POC	USD		32913.30	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 27	9385	POC	USD		15164.04	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 28-29	9386	POC	USD		28373.69	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 30	9387	POC	USD		13298.86	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 31-32	9389	POC	USD		46474.02	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump 33-34	9390	POC	USD		29452.65	3/21/2017	3/1/2018
IPO	 RU1100 	4084	Jacobs Engineering Group	Taneytown Order #: E3231 Chesapeake Order #: 1244685	P-Jacobs Engineering Group-E3231, 1244685-Chesapeake Pump Cancellation	9392	PIT	USD		1484.33	3/21/2017	3/1/2018
IPO	 RU1100 	4152	WRB Refining	T806-7	P-WRB Refining-T806-7-Pump replacement	4157	POC	USD	260095.00	260095.00	6/19/2017	1/31/2018
IPO	 RU1100 	4158	URS Energy & Construction	E3210-1	P-URS Energy & Construction-E3210-1-all equipment and services on both orders.	4934	POC	USD	714243.00	714243.00	3/1/2017	7/30/2018
IPO	 RU1100 	5192	Envirolutions	T794-8	P-Envirolutions-T794-8-6 Motor Stands + 10 Motors + 10 shafting	5343	POC	USD	2271000.00	2271000.00	12/29/2016	1/30/2018
IPO	 RU1100 	5194	Equistar Chemicals	L555-9	P-Equistar Chemicals-L555-9-30LN41 PUMP 1-9	5331	POC	USD	2936701.05	2876719.05	11/16/2015	3/31/2018
IPO	 RU1100 	5194	Equistar Chemicals	L555-9	P-Equistar Chemicals-L555-9-STORAGE SERVICES	5332	SL	USD		59981.95	11/16/2015	3/31/2018
IPO	 RU1100 	5199	Tooles Contracting Group	T800-1	P-Tooles Contracting Group-T800-1-TWO 48MNZ PUMPS	5241	POC	USD	2185000.00	1827592.00	3/7/2017	1/30/2018
IPO	 RU1100 	5199	Tooles Contracting Group	T800-1	P-Tooles Contracting Group-T800-1-SPARES	5242	PIT	USD		123671.00	3/7/2017	1/30/2018
IPO	 RU1100 	5199	Tooles Contracting Group	T800-1	P-Tooles Contracting Group-T800-1-FIELD SERVICE	5243	POC	USD		233737.00	3/7/2017	1/30/2018
IPO	 RU1100 	5203	Andy J Egan Co Inc.	T811-3 and T823	P-Andy J Egan Co Inc.-T811-3 and T823-Four pull out assemblies + 4 Motors + 4 Shafting	5239	POC	USD	1988641.00	1776201.00	8/29/2017	1/31/2018
IPO	 RU1100 	5203	Andy J Egan Co Inc.	T811-3 and T823	P-Andy J Egan Co Inc.-T811-3 and T823-Field Services	5240	POC	USD		212440.00	8/29/2017	1/31/2018
IPO	 RU1100 	5601	Carter & Verplanck	S6635-6	P-Carter & Verplanck-S6635-6 Pumps and Motors	5681	POC	USD	719598.00	699966.00	11/7/2016	6/30/2018
IPO	 RU1100 	5601	Carter & Verplanck	S6635-6	P-Carter & Verplanck-S6635-6-Spares	5788	PIT	USD		19632.00	11/7/2016	6/30/2018
IPO	 RU1100 	7434	Ideal Electric Supply	Taneytown Order: S6651-2 Chesapeake Order: 1245991	P-Ideal Electric Supply-S6651-2 + 1245991- 3 Taneytown Pumps	9279	POC	USD	1175000.00	615727.55	1/9/2017	5/9/2018
IPO	 RU1100 	7434	Ideal Electric Supply	Taneytown Order: S6651-2 Chesapeake Order: 1245991	P-Ideal Electric Supply-S6651-2 + 1245991 -8 Chesapeake Pumps	9283	PIT	USD		559272.45	1/9/2017	5/9/2018
IPO	 RU1100 	7437	Buckeye Partners	E3292	P-Buckeye Partners-E3292- Pumps + Motors + Cans + Spares + Field Service	12870	POC	USD	356737.00	356737.00	11/10/2017	1/31/2018
IPO	 RU1100 	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion	P-Shell Chemical -E3161-8,E3209,E3278,E3290-1,L571-E3161 Pumps plus spares	20345	POC	USD	3636448.48	147796.33	9/25/2017	5/24/2018
IPO	 RU1100 	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion	P-Shell Chemical -E3161-8,E3209,E3278,E3290-1,L571-E3162-8 E3209 Pumps plus spares	20346	POC	USD		1604596.07	9/25/2017	5/24/2018
IPO	 RU1100 	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion	P-Shell Chemical -E3161-8,E3209,E3278,E3290-1-E3278 Pumps plus spares	20347	POC	USD		1469362.25	9/25/2017	5/24/2018
IPO	 RU1100 	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion	P-Shell Chemical -E3161-8,E3209,E3278,E3290-1,L571-E3290 Pumps plus spares	20348	POC	USD		29678.51	9/25/2017	5/24/2018
IPO	 RU1100 	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion	P-Shell Chemical -E3161-8,E3209,E3278,E3290-1-E3291 Pumps plus spares	20349	POC	USD		33227.00	9/25/2017	5/24/2018
IPO	 RU1100 	8855	Shell Chemical Appalachia	E3161-8,E3209,E3278,E3290-1,Chesapeake Portion	P-Shell Chemical -E3161-8,E3209,E3278,E3290-1,L571-Chesapeake 1222129 - 10 pumps and spares combined	20350	PIT	USD		351788.32	9/25/2017	5/24/2018
IPO	 RU1100 	8892	MEGlobal Americas Inc.	L592-3	P-MEGlobal Americas Inc.-L592-3 Pumps 1-7 + Motors 1-7 + Extended Warranty	9323	POC	USD	2767490.00	2426212.79	10/19/2017	3/31/2018
IPO	 RU1100 	8892	MEGlobal Americas Inc.	L592-3	P-MEGlobal Americas Inc.-L592-3 Spare Parts	10667	POC	USD		64528.21	10/19/2017	3/31/2018
IPO	 RU1100 	8902	Zachry Industrial	L590	P-Zachry Industrial-L590- Two LNN Pumps + Motors + Spares	10820	POC	USD	435200.00	435200.00	4/21/2017	1/16/2018
IPO	 RU1100 	8903	Bechtel Infastructure	E3294-5	P-Bechtel Infastructure-E3294-5- 9 Pumps + motors + cans + spares + testing	10966	POC	USD	624886.00	624886.00	6/26/2017	10/29/2018
IPO	 RU1100 	8904	Zachry Industrial	E3296-8	P-Zachry Industrial-E3296-8, E3307- 12ENH Pump + inputs +spares (E3296)	12875	POC	USD	512049.33	123484.33	11/15/2017	2/27/2018
IPO	 RU1100 	8904	Zachry Industrial	E3296-8	P-Zachry Industrial-E3296-8, E3307- 16ENH Pump + inputs +field service (E3297)	12876	POC	USD		157854.33	11/15/2017	2/27/2018
IPO	 RU1100 	8904	Zachry Industrial	E3296-8	P-Zachry Industrial-E3296-8, E3307- 12ENH Pump + inputs +spares (E3298)	12877	POC	USD		107161.34	11/15/2017	2/27/2018
IPO	 RU1100 	8904	Zachry Industrial	E3296-8	P-Zachry Industrial-E3296-8, E3307- 12ENH Pump + inputs +spares (E3307)	12878	POC	USD		119550.00	11/15/2017	2/27/2018
IPO	 RU1100 	8905	Bridgetex Pipeline Co.	E3299	P-Bridgetex Pipeline-E3299-Pump	9122	POC	USD	366550.00	366550.00	9/7/2017	1/12/2018
IPO	 RU1100 	8909	Pepper-Lawson	S6723	P-Pepper Lawson-S6723 & 1264898-Two Taneytown Pumps + Motors + Seal Water Stations + Field Service	13442	POC	USD	575000.00	409407.99	10/4/2017	5/18/2018
IPO	 RU1100 	8909	Pepper-Lawson	S6723	P-Pepper Lawson-S6723 & 1264898- Taneytown Spare Parts	13443	PIT	USD		41681.07	10/4/2017	5/18/2018
IPO	 RU1100 	8909	Pepper-Lawson	S6723	P-Pepper Lawson-S6723 & 1264898- Two Chesapeake Pumps + Spare Parts	13444	PIT	USD		123910.94	10/4/2017	5/18/2018
IPO	 RU1100 	8912	Marketlink LLC	E3302	P-Marketlink,LLC-E3302-Pump+Motor+Can+Spares+Field Service	11511	POC	USD	314147.00	314147.00	8/22/2017	3/8/2018
IPO	 RU1100 	8918	Minera Escondida	E3303	P-Minera Escondida-E3303-Three Pumps + Motors + Spares + Seismic Restraint + VFD's	13942	POC	USD	3056085.30	2931385.30	7/31/2017	6/1/2018
IPO	 RU1100 	8918	Minera Escondida	E3303	P-Minera Escondida-E3303-Field Services	13943	POC	USD		124700.00	7/31/2017	6/1/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Four 3 stage pumps + Motors + Accessories + Submersible Valves + Cable (ES43)	13447	POC	USD	7399164.30	821323.11	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Eight 5 stage pumps + Motors + Accessories + Submersible Valves + transport track (ES44)	13648	POC	USD		3301689.06	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Spare 3 stage pump + Motor + Submersible Valves + Cable (ES45)	13650	POC	USD		134587.52	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Spare 5 stage Submersible Pump + Motor + Submersible Valve (ES46)	13651	POC	USD		309182.97	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Two 12EHL 5 stage Pumps + Motors + Accessories + Submersible Valves (ES47)	13654	POC	USD		798032.66	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Two 5ELM API Pumps + Motors + Suction Cans (E3312)	13656	POC	USD		346614.48	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Two 6EKY Pumps + Motors + Suction Cans (E3313)	13657	POC	USD		179468.57	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Two 6JKYH Pumps + Motors + Suction Cans (E3314)	13658	POC	USD		368106.83	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Two 5ELM Pumps + Motors (E3315)	13670	POC	USD		235158.08	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Two 1HPX7A Desio Sourced Pump + Inputs (E3316/E3365)	13671	POC	USD		138255.59	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Two 8PVSM12 Desio Sourced Pump + Inputs (E3317)	13672	POC	USD		113656.29	9/29/2017	10/17/2018
IPO	 RU1100 	8920	Jacobs Engineering Group	ES43-8, E3312-7	P-Jacobs Engineering Group-ES43-8, E3312-7, E3365-Two 10ELM Submersible Pumps + Motors + Accessories + Submersible Valves (ES48)	13952	POC	USD		641798.13	9/29/2017	10/17/2018
IPO	 RU1100 	9421	Thieneman Construction	S6758	P-Thieneman Construction-S6758- Two Pumps + Motors + Shafting + Spares	12924	POC	USD	370000.00	332328.00	9/27/2017	7/10/2018
IPO	 RU1100 	9421	Thieneman Construction	S6758	P-Thieneman Construction-S6758- Field Service	12925	POC	USD		37672.00	9/27/2017	7/10/2018
IPO	 RU1100 	10502	MEB General Contractors	S6761	P-MEB General Contractors-S6761-Pumps + Motors + Field Service	13157	POC	USD	1963000.00	1899058.00	11/17/2017	9/25/2018
IPO	 RU1100 	10502	MEB General Contractors	S6761	P-MEB General Contractors-S6761-Spare Parts	13158	PIT	USD		63942.00	11/17/2017	9/25/2018
